"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"15007","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15009","5","443142","78","0","2018","1","N",10,0,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,0,"N",-4,-28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15999","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.29,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16000","5","443142","58","0","2018","1","",223,2104,2076,2036,23774208,22404828,151296,883,"",0.93,0.95,0.95,0.94,1.23,1.16,1.15,1.30,"",0,0.0,26,1.3,57,2.8,51,2.6,2145038,9.9,2073652,10.2,-49312,-24.6,62,7.6
"16001","5","443142","78","0","2018","1","",89,1020,984,983,13963193,12934016,85003,1079,"",1.43,1.36,1.34,1.34,1.84,1.75,1.77,1.36,"",2,2.3,227,28.6,195,24.7,197,25.1,2516016,22.0,2503595,24.0,-10530,-11.0,-37,-3.3
"16005","5","443142","78","0","2018","1","",12,70,70,70,666434,647522,4319,732,"",1.34,0.68,0.69,0.70,0.87,0.85,0.87,1.26,"",0,0.0,-3,-4.1,-1,-1.4,0,0.0,-49042,-6.9,-43377,-6.3,-1981,-31.4,-40,-5.2
"16011","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.47,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16013","5","443142","78","0","2018","1","",7,21,23,22,166510,164186,1314,582,"",1.11,0.50,0.58,0.56,0.49,0.45,0.53,0.89,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16017","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16019","5","443142","78","0","2018","1","",15,183,188,176,1619858,1556211,10710,683,"",1.00,1.16,1.21,1.14,1.22,1.16,1.25,1.04,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16021","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16027","5","443142","78","0","2018","1","",19,199,199,188,1727104,1671427,11829,680,"",0.96,0.98,0.99,0.93,1.11,1.00,0.97,1.15,"",-2,-9.5,-24,-10.8,-14,-6.6,-18,-8.7,102596,6.3,85593,5.4,-5489,-31.7,96,16.4
"16029","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16031","5","443142","78","0","2018","1","N",6,0,0,0,0,0,0,0,"N",1.73,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16035","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.83,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16039","5","443142","78","0","2018","1","",3,10,7,7,47500,46780,426,457,"",1.25,0.47,0.34,0.34,0.32,0.37,0.49,0.85,"",0,0.0,-1,-9.1,-3,-30.0,-2,-22.2,-8660,-15.4,-8305,-15.1,-302,-41.5,25,5.8
"16041","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16045","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",1.62,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16047","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.47,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16049","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16051","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16053","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.73,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16055","5","443142","78","0","2018","1","N",16,0,0,0,0,0,0,0,"N",0.77,0,0,0,0,0,0,0,"N",-1,-5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16057","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",0.94,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16059","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16065","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",1.01,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16069","5","443142","78","0","2018","1","",7,24,26,25,192487,192487,631,592,"",1.45,0.36,0.40,0.39,0.34,0.30,0.16,0.88,"",0,0.0,-5,-17.2,-1,-3.7,-4,-13.8,-20777,-9.7,-20777,-9.7,-520,-45.2,13,2.2
"16075","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16079","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16081","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16083","5","443142","78","0","2018","1","N",10,0,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16999","5","443142","78","0","2018","1","",8,78,75,76,1219169,1136146,8811,1229,"",0.33,2.43,2.35,2.37,2.36,1.86,1.80,0.99,"N",1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17000","5","443142","58","0","2018","1","",1320,20293,19967,19907,326512773,173938866,4107465,1252,"",0.90,1.09,1.10,1.10,1.32,1.18,1.16,1.20,"",-12,-0.9,-989,-4.6,-956,-4.6,-886,-4.3,-26568012,-7.5,-509761,-0.3,-463982,-10.1,-41,-3.2
"17001","5","443142","78","0","2018","1","N",5,0,0,0,0,0,0,0,"N",0.73,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17005","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",1.69,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17007","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17011","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17015","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17019","5","443142","78","0","2018","1","N",27,0,0,0,0,0,0,0,"N",1.70,0,0,0,0,0,0,0,"N",-2,-6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17021","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17023","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17025","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",1.40,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17027","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17029","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.47,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17031","5","443142","78","0","2018","1","",607,8088,8106,8030,95671865,64442047,1693572,911,"",1.11,1.00,1.03,1.03,0.78,0.96,1.06,0.76,"",3,0.5,-310,-3.7,-191,-2.3,-222,-2.7,-985142,-1.0,-120161,-0.2,-200684,-10.6,17,1.9
"17037","5","443142","78","0","2018","1","N",6,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17039","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.66,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17043","5","443142","78","0","2018","1","",108,1802,1766,1790,22623947,15796339,424385,974,"",0.79,0.93,0.94,0.96,0.84,0.90,0.98,0.88,"",-2,-1.8,-47,-2.5,-54,-3.0,-24,-1.3,798197,3.7,325808,2.1,-91304,-17.7,55,6.0
"17047","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",1.67,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17049","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",0.86,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17051","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17055","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17057","5","443142","78","0","2018","1","N",5,0,0,0,0,0,0,0,"N",1.90,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17063","5","443142","78","0","2018","1","",6,20,19,23,266655,197374,4533,993,"",1.31,0.34,0.33,0.40,0.36,0.44,0.41,1.02,"",0,0.0,-8,-28.6,-8,-29.6,-2,-8.0,-24338,-8.4,-33779,-14.6,-550,-10.8,154,18.4
"17065","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",1.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17067","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17073","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17075","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17077","5","443142","78","0","2018","1","",7,122,111,108,1234789,770164,27544,836,"",1.48,1.60,1.49,1.44,1.67,2.39,3.86,1.10,"",-1,-12.5,3,2.5,-4,-3.5,-8,-6.9,72011,6.2,20628,2.8,-1237,-4.3,69,9.0
"17081","5","443142","78","0","2018","1","N",6,0,0,0,0,0,0,0,"N",1.72,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17089","5","443142","78","0","2018","1","",50,1937,1919,1907,63920588,21320977,371399,2560,"",1.01,2.91,2.96,2.95,9.40,4.37,3.31,3.19,"",0,0.0,1402,262.1,1427,290.0,1408,282.2,59500114,1346.0,18145201,571.4,277881,297.1,1892,283.2
"17091","5","443142","78","0","2018","1","",9,125,122,122,993152,734340,20485,621,"",1.01,0.90,0.91,0.91,0.83,0.83,0.98,0.92,"",-1,-10.0,0,0.0,-2,-1.6,0,0.0,-33897,-3.3,-26924,-3.5,-6369,-23.7,-18,-2.8
"17093","5","443142","78","0","2018","1","N",8,0,0,0,0,0,0,0,"N",0.96,0,0,0,0,0,0,0,"N",-1,-11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17095","5","443142","78","0","2018","1","",6,29,28,28,278712,196158,6092,757,"",1.47,0.52,0.52,0.52,0.68,0.70,1.12,1.31,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17097","5","443142","78","0","2018","1","N",73,0,0,0,0,0,0,0,"N",0.92,0,0,0,0,0,0,0,"N",6,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17099","5","443142","78","0","2018","1","N",8,0,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,0,"N",-2,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17101","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.99,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17103","5","443142","78","0","2018","1","",4,39,41,40,403514,304203,10237,776,"",1.47,0.94,1.02,1.00,1.02,1.10,1.62,1.04,"",0,0.0,-8,-17.0,-7,-14.6,-1,-2.4,-114211,-22.1,-83283,-21.5,-4370,-29.9,-102,-11.6
"17105","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.29,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17107","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",1.31,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17109","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.84,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17111","5","443142","78","0","2018","1","N",23,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17113","5","443142","78","0","2018","1","N",14,0,0,0,0,0,0,0,"N",1.05,0,0,0,0,0,0,0,"N",-1,-6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17115","5","443142","78","0","2018","1","N",11,0,0,0,0,0,0,0,"N",1.27,0,0,0,0,0,0,0,"N",-2,-15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17119","5","443142","78","0","2018","1","",17,280,311,310,2339697,1987846,92418,599,"",0.80,0.89,1.01,1.01,0.83,0.88,1.48,0.85,"",-1,-5.6,35,14.3,72,30.1,72,30.3,512162,28.0,466827,30.7,18860,25.6,15,2.6
"17121","5","443142","78","0","2018","1","N",5,0,0,0,0,0,0,0,"N",1.52,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17133","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17135","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17137","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.66,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17139","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.74,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17143","5","443142","78","0","2018","1","",16,233,231,217,2076784,1527694,44417,704,"",0.96,0.72,0.72,0.68,0.41,0.66,0.64,0.58,"",-2,-11.1,-20,-7.9,-20,-8.0,-31,-12.5,-131695,-6.0,-77499,-4.8,-10728,-19.5,26,3.8
"17145","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",1.45,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17149","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17157","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.82,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17159","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",1.21,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17161","5","443142","78","0","2018","1","",13,145,140,140,1283157,926642,33602,697,"",1.11,0.63,0.63,0.63,0.48,0.54,0.87,0.77,"",-1,-7.1,-19,-11.6,-18,-11.4,-16,-10.3,165588,14.8,80074,9.5,2255,7.2,157,29.1
"17163","5","443142","78","0","2018","1","",17,251,236,241,1957331,1387739,36445,620,"",0.85,0.86,0.83,0.85,0.77,0.76,0.87,0.91,"",-2,-10.5,-8,-3.1,-6,-2.5,11,4.8,215759,12.4,130010,10.3,-1225,-3.3,70,12.7
"17165","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17167","5","443142","78","0","2018","1","N",20,0,0,0,0,0,0,0,"N",1.06,0,0,0,0,0,0,0,"N",-3,-13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17171","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",2.86,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17177","5","443142","78","0","2018","1","",5,30,29,31,272815,237488,1247,700,"",1.20,0.54,0.54,0.57,0.54,0.60,0.11,0.97,"",-2,-28.6,-8,-21.1,-5,-14.7,-3,-8.8,-20903,-7.1,-34692,-12.7,-916,-42.3,61,9.5
"17179","5","443142","78","0","2018","1","N",10,0,0,0,0,0,0,0,"N",0.96,0,0,0,0,0,0,0,"N",-2,-16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17183","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17185","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17187","5","443142","78","0","2018","1","",3,14,14,15,69395,67950,1636,372,"",2.01,0.69,0.70,0.75,0.43,0.43,0.41,0.61,"",0,0.0,3,27.3,3,27.3,3,25.0,-655,-0.9,-895,-1.3,128,8.5,-103,-21.7
"17189","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17191","5","443142","78","0","2018","1","N",2,0,0,0,0,0,0,0,"N",1.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17193","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.69,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17195","5","443142","78","0","2018","1","",8,47,47,51,1490947,429846,6598,2373,"",1.66,0.73,0.75,0.82,2.71,1.04,0.79,3.54,"",0,0.0,-10,-17.5,-10,-17.5,-7,-12.1,-69091,-4.4,-52302,-10.8,-1442,-17.9,280,13.4
"17197","5","443142","78","0","2018","1","",59,784,768,765,6988695,5038388,127425,696,"",1.02,1.04,1.05,1.05,0.95,0.89,0.93,0.91,"",6,11.3,-29,-3.6,-28,-3.5,-26,-3.3,190150,2.8,158625,3.3,-13076,-9.3,42,6.4
"17199","5","443142","78","0","2018","1","",10,21,19,22,136660,135100,3905,509,"",1.83,0.24,0.22,0.26,0.19,0.24,0.32,0.79,"",1,11.1,-12,-36.4,-15,-44.1,-12,-35.3,-218463,-61.5,-120580,-47.2,-6037,-60.7,-302,-37.2
"17201","5","443142","78","0","2018","1","",23,257,244,228,2079851,1522712,49877,658,"",0.97,0.65,0.63,0.60,0.52,0.54,0.75,0.83,"",0,0.0,2,0.8,6,2.5,-9,-3.8,-17105,-0.8,-16868,-1.1,-8610,-14.7,-5,-0.8
"17203","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.34,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17999","5","443142","78","0","2018","1","",73,664,607,631,12297480,6958993,217362,1492,"",0.36,1.56,1.43,1.48,1.43,1.30,1.52,0.96,"N",9,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18000","5","443142","58","0","2018","1","",742,7733,7595,7499,77552329,48674347,706499,784,"",1.13,0.81,0.82,0.81,0.80,0.78,0.68,0.98,"",-68,-8.4,-393,-4.8,-278,-3.5,-295,-3.8,604593,0.8,-1282115,-2.6,-131786,-15.7,38,5.1
"18001","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",1.08,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18003","5","443142","78","0","2018","1","",49,537,533,508,4413000,2925526,38047,645,"",1.40,0.92,0.94,0.90,0.76,0.77,0.58,0.83,"",-6,-10.9,-57,-9.6,-43,-7.5,-56,-9.9,-291116,-6.2,-177409,-5.7,-10811,-22.1,19,3.0
"18005","5","443142","78","0","2018","1","N",8,0,0,0,0,0,0,0,"N",1.05,0,0,0,0,0,0,0,"N",-2,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18011","5","443142","78","0","2018","1","N",9,0,0,0,0,0,0,0,"N",1.28,0,0,0,0,0,0,0,"N",-2,-18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18017","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",1.45,0,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18019","5","443142","78","0","2018","1","",15,191,174,175,1686608,1122845,12136,721,"",1.49,1.14,1.08,1.09,1.20,0.99,0.65,1.09,"",0,0.0,-9,-4.5,-18,-9.4,-15,-7.9,82904,5.2,38326,3.5,-2197,-15.3,85,13.4
"18023","5","443142","78","0","2018","1","",3,12,13,13,159815,66291,1362,971,"",1.28,0.36,0.40,0.40,0.56,0.29,0.43,1.46,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18027","5","443142","78","0","2018","1","N",5,0,0,0,0,0,0,0,"N",1.42,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18029","5","443142","78","0","2018","1","N",6,0,0,0,0,0,0,0,"N",1.54,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18031","5","443142","78","0","2018","1","",4,17,20,19,134274,73523,867,553,"",1.53,0.38,0.47,0.45,0.32,0.21,0.21,0.73,"",0,0.0,0,0.0,2,11.1,2,11.8,-36606,-21.4,-48623,-39.8,-820,-48.6,-205,-27.0
"18033","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",1.04,0,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18035","5","443142","78","0","2018","1","N",13,0,0,0,0,0,0,0,"N",1.51,0,0,0,0,0,0,0,"N",1,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18037","5","443142","78","0","2018","1","N",9,0,0,0,0,0,0,0,"N",1.76,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18039","5","443142","78","0","2018","1","",20,157,166,160,1598783,1032721,14911,764,"",1.07,0.36,0.39,0.38,0.34,0.29,0.20,0.90,"",-4,-16.7,-16,-9.2,-4,-2.4,-11,-6.4,-73856,-4.4,-115722,-10.1,-5215,-25.9,13,1.7
"18041","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,0,"N",-2,-66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18043","5","443142","78","0","2018","1","",8,51,49,49,564901,408861,6097,875,"",1.10,0.54,0.53,0.53,0.69,0.70,0.69,1.31,"",-1,-11.1,9,21.4,6,14.0,5,11.4,49537,9.6,48396,13.4,-564,-8.5,-47,-5.1
"18047","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.71,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18049","5","443142","78","0","2018","1","N",1,0,0,0,0,0,0,0,"N",0.53,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18051","5","443142","78","0","2018","1","N",4,0,0,0,0,0,0,0,"N",1.37,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18053","5","443142","78","0","2018","1","",7,117,112,107,824733,611221,13753,566,"",1.45,1.36,1.33,1.30,1.13,1.30,1.74,0.85,"",0,0.0,76,185.4,71,173.2,66,161.0,430276,109.1,376874,160.8,8921,184.6,-174,-23.5
"18057","5","443142","78","0","2018","1","N",42,0,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,0,"N",2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18059","5","443142","78","0","2018","1","N",3,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
